year,municip_name,species,municip_code,month,year_offset
2020,Abanto y CiÃ©rvana-Abanto Zierbena,Vespa Velutina,48002,5,2019
2020,Ajangiz,Vespa Velutina,48911,5,2019
2020,Alonsotegi,Vespa Velutina,48912,5,2019
2020,Amorebieta-Etxano,Vespa Velutina,48003,5,2019
2020,Amoroto,Vespa Velutina,48004,5,2019
2020,Arakaldo,Vespa Velutina,48005,5,2019
2020,Arantzazu,Vespa Velutina,48006,5,2019
2020,Areatza,Vespa Velutina,48093,5,2019
2020,Arrankudiaga,Vespa Velutina,48009,5,2019
2020,Arratzu,Vespa Velutina,48914,5,2019
2020,Arrieta,Vespa Velutina,48010,5,2019
2020,Arrigorriaga,Vespa Velutina,48011,5,2019
2020,Artea,Vespa Velutina,48023,5,2019
2020,Artzentales,Vespa Velutina,48008,5,2019
2020,Atxondo,Vespa Velutina,48091,5,2019
2020,Aulesti,Vespa Velutina,48070,5,2019
2020,Bakio,Vespa Velutina,48012,5,2019
2020,Balmaseda,Vespa Velutina,48090,5,2019
2020,Barakaldo,Vespa Velutina,48013,5,2019
2020,Barrika,Vespa Velutina,48014,5,2019
2020,Basauri,Vespa Velutina,48015,5,2019
2020,Bedia,Vespa Velutina,48092,5,2019
2020,Berango,Vespa Velutina,48016,5,2019
2020,Bermeo,Vespa Velutina,48017,5,2019
2020,Berriatua,Vespa Velutina,48018,5,2019
2020,Berriz,Vespa Velutina,48019,5,2019
2020,Busturia,Vespa Velutina,48021,5,2019
2020,Derio,Vespa Velutina,48901,5,2019
2020,Dima,Vespa Velutina,48026,5,2019
2020,Durango,Vespa Velutina,48027,5,2019
2020,Ea,Vespa Velutina,48028,5,2019
2020,Elantxobe,Vespa Velutina,48031,5,2019
2020,Elorrio,Vespa Velutina,48032,5,2019
2020,Erandio,Vespa Velutina,48902,5,2019
2020,EreÃ±o,Vespa Velutina,48033,5,2019
2020,Ermua,Vespa Velutina,48034,5,2019
2020,Errigoiti,Vespa Velutina,48079,5,2019
2020,Etxebarri,Vespa Velutina,48029,5,2019
2020,Etxebarria,Vespa Velutina,48030,5,2019
2020,Forua,Vespa Velutina,48906,5,2019
2020,Fruiz,Vespa Velutina,48035,5,2019
2020,Galdakao,Vespa Velutina,48036,5,2019
2020,Galdames,Vespa Velutina,48037,5,2019
2020,Gamiz-Fika,Vespa Velutina,48038,5,2019
2020,Garai,Vespa Velutina,48039,5,2019
2020,Gatika,Vespa Velutina,48040,5,2019
2020,Gautegiz Arteaga,Vespa Velutina,48041,5,2019
2020,Gernika-Lumo,Vespa Velutina,48046,5,2019
2020,Getxo,Vespa Velutina,48044,5,2019
2020,Gizaburuaga,Vespa Velutina,48047,5,2019
2020,Gordexola,Vespa Velutina,48042,5,2019
2020,Gorliz,Vespa Velutina,48043,5,2019
2020,GÃ¼eÃ±es,Vespa Velutina,48045,5,2019
2020,Ibarrangelu,Vespa Velutina,48048,5,2019
2020,Igorre,Vespa Velutina,48094,5,2019
2020,Ispaster,Vespa Velutina,48049,5,2019
2020,Iurreta,Vespa Velutina,48910,5,2019
2020,Izurtza,Vespa Velutina,48050,5,2019
2020,Karrantza Harana/Valle de Carranza,Vespa Velutina,48022,5,2019
2020,Kortezubi,Vespa Velutina,48907,5,2019
2020,Larrabetzu,Vespa Velutina,48052,5,2019
2020,Laukiz,Vespa Velutina,48053,5,2019
2020,Leioa,Vespa Velutina,48054,5,2019
2020,Lekeitio,Vespa Velutina,48057,5,2019
2020,Lemoa,Vespa Velutina,48055,5,2019
2020,Lemoiz,Vespa Velutina,48056,5,2019
2020,Lezama,Vespa Velutina,48081,5,2019
2020,Loiu,Vespa Velutina,48903,5,2019
2020,Mallabia,Vespa Velutina,48058,5,2019
2020,Markina-Xemein,Vespa Velutina,48060,5,2019
2020,Maruri-Jatabe,Vespa Velutina,48061,5,2019
2020,MaÃ±aria,Vespa Velutina,48059,5,2019
2020,Mendata,Vespa Velutina,48062,5,2019
2020,Mendexa,Vespa Velutina,48063,5,2019
2020,MeÃ±aka,Vespa Velutina,48064,5,2019
2020,Morga,Vespa Velutina,48066,5,2019
2020,Mundaka,Vespa Velutina,48068,5,2019
2020,Mungia,Vespa Velutina,48069,5,2019
2020,Munitibar-Arbatzegi Gerrikaitz,Vespa Velutina,48007,5,2019
2020,Murueta,Vespa Velutina,48908,5,2019
2020,Muskiz,Vespa Velutina,48071,5,2019
2020,Muxika,Vespa Velutina,48067,5,2019
2020,Nabarniz,Vespa Velutina,48909,5,2019
2020,Ondarroa,Vespa Velutina,48073,5,2019
2020,Orozko,Vespa Velutina,48075,5,2019
2020,Ortuella,Vespa Velutina,48083,5,2019
2020,Otxandio,Vespa Velutina,48072,5,2019
2020,Plentzia,Vespa Velutina,48077,5,2019
2020,Portugalete,Vespa Velutina,48078,5,2019
2020,Santurtzi,Vespa Velutina,48082,5,2019
2020,Sestao,Vespa Velutina,48084,5,2019
2020,Sondika,Vespa Velutina,48904,5,2019
2020,Sopela,Vespa Velutina,48085,5,2019
2020,Sopuerta,Vespa Velutina,48086,5,2019
2020,Sukarrieta,Vespa Velutina,48076,5,2019
2020,Trucios-Turtzioz,Vespa Velutina,48087,5,2019
2020,Ubide,Vespa Velutina,48088,5,2019
2020,Ugao-Miraballes,Vespa Velutina,48065,5,2019
2020,Urduliz,Vespa Velutina,48089,5,2019
2020,UrduÃ±a/OrduÃ±a,Vespa Velutina,48074,5,2019
2020,Valle de TrÃ¡paga-Trapagaran,Vespa Velutina,48080,5,2019
2020,Zaldibar,Vespa Velutina,48095,5,2019
2020,Zalla,Vespa Velutina,48096,5,2019
2020,Zamudio,Vespa Velutina,48905,5,2019
2020,Zaratamo,Vespa Velutina,48097,5,2019
2020,Zeanuri,Vespa Velutina,48024,5,2019
2020,Zeberio,Vespa Velutina,48025,5,2019
2020,Zierbena,Vespa Velutina,48913,5,2019
2020,Ziortza-Bolibar,Vespa Velutina,48915,5,2019
2020,Lanestosa,Vespa Velutina,48051,5,2019
2020,AbadiÃ±o,Vespa Velutina,48001,6,2019
2020,Abanto y CiÃ©rvana-Abanto Zierbena,Vespa Velutina,48002,6,2019
2020,Ajangiz,Vespa Velutina,48911,6,2019
2020,Alonsotegi,Vespa Velutina,48912,6,2019
2020,Amorebieta-Etxano,Vespa Velutina,48003,6,2019
2020,Amoroto,Vespa Velutina,48004,6,2019
2020,Arakaldo,Vespa Velutina,48005,6,2019
2020,Arantzazu,Vespa Velutina,48006,6,2019
2020,Areatza,Vespa Velutina,48093,6,2019
2020,Arrankudiaga,Vespa Velutina,48009,6,2019
2020,Arratzu,Vespa Velutina,48914,6,2019
2020,Arrieta,Vespa Velutina,48010,6,2019
2020,Arrigorriaga,Vespa Velutina,48011,6,2019
2020,Artea,Vespa Velutina,48023,6,2019
2020,Artzentales,Vespa Velutina,48008,6,2019
2020,Atxondo,Vespa Velutina,48091,6,2019
2020,Aulesti,Vespa Velutina,48070,6,2019
2020,Bakio,Vespa Velutina,48012,6,2019
2020,Balmaseda,Vespa Velutina,48090,6,2019
2020,Barakaldo,Vespa Velutina,48013,6,2019
2020,Barrika,Vespa Velutina,48014,6,2019
2020,Basauri,Vespa Velutina,48015,6,2019
2020,Bedia,Vespa Velutina,48092,6,2019
2020,Berango,Vespa Velutina,48016,6,2019
2020,Bermeo,Vespa Velutina,48017,6,2019
2020,Berriatua,Vespa Velutina,48018,6,2019
2020,Berriz,Vespa Velutina,48019,6,2019
2020,Busturia,Vespa Velutina,48021,6,2019
2020,Derio,Vespa Velutina,48901,6,2019
2020,Dima,Vespa Velutina,48026,6,2019
2020,Durango,Vespa Velutina,48027,6,2019
2020,Ea,Vespa Velutina,48028,6,2019
2020,Elantxobe,Vespa Velutina,48031,6,2019
2020,Elorrio,Vespa Velutina,48032,6,2019
2020,Erandio,Vespa Velutina,48902,6,2019
2020,EreÃ±o,Vespa Velutina,48033,6,2019
2020,Ermua,Vespa Velutina,48034,6,2019
2020,Errigoiti,Vespa Velutina,48079,6,2019
2020,Etxebarri,Vespa Velutina,48029,6,2019
2020,Etxebarria,Vespa Velutina,48030,6,2019
2020,Forua,Vespa Velutina,48906,6,2019
2020,Fruiz,Vespa Velutina,48035,6,2019
2020,Galdakao,Vespa Velutina,48036,6,2019
2020,Galdames,Vespa Velutina,48037,6,2019
2020,Gamiz-Fika,Vespa Velutina,48038,6,2019
2020,Garai,Vespa Velutina,48039,6,2019
2020,Gatika,Vespa Velutina,48040,6,2019
2020,Gautegiz Arteaga,Vespa Velutina,48041,6,2019
2020,Gernika-Lumo,Vespa Velutina,48046,6,2019
2020,Getxo,Vespa Velutina,48044,6,2019
2020,Gizaburuaga,Vespa Velutina,48047,6,2019
2020,Gordexola,Vespa Velutina,48042,6,2019
2020,Gorliz,Vespa Velutina,48043,6,2019
2020,GÃ¼eÃ±es,Vespa Velutina,48045,6,2019
2020,Ibarrangelu,Vespa Velutina,48048,6,2019
2020,Igorre,Vespa Velutina,48094,6,2019
2020,Ispaster,Vespa Velutina,48049,6,2019
2020,Iurreta,Vespa Velutina,48910,6,2019
2020,Izurtza,Vespa Velutina,48050,6,2019
2020,Karrantza Harana/Valle de Carranza,Vespa Velutina,48022,6,2019
2020,Kortezubi,Vespa Velutina,48907,6,2019
2020,Larrabetzu,Vespa Velutina,48052,6,2019
2020,Laukiz,Vespa Velutina,48053,6,2019
2020,Leioa,Vespa Velutina,48054,6,2019
2020,Lekeitio,Vespa Velutina,48057,6,2019
2020,Lemoa,Vespa Velutina,48055,6,2019
2020,Lemoiz,Vespa Velutina,48056,6,2019
2020,Lezama,Vespa Velutina,48081,6,2019
2020,Loiu,Vespa Velutina,48903,6,2019
2020,Mallabia,Vespa Velutina,48058,6,2019
2020,Markina-Xemein,Vespa Velutina,48060,6,2019
2020,Maruri-Jatabe,Vespa Velutina,48061,6,2019
2020,MaÃ±aria,Vespa Velutina,48059,6,2019
2020,Mendata,Vespa Velutina,48062,6,2019
2020,Mendexa,Vespa Velutina,48063,6,2019
2020,MeÃ±aka,Vespa Velutina,48064,6,2019
2020,Morga,Vespa Velutina,48066,6,2019
2020,Mundaka,Vespa Velutina,48068,6,2019
2020,Mungia,Vespa Velutina,48069,6,2019
2020,Munitibar-Arbatzegi Gerrikaitz,Vespa Velutina,48007,6,2019
2020,Murueta,Vespa Velutina,48908,6,2019
2020,Muskiz,Vespa Velutina,48071,6,2019
2020,Muxika,Vespa Velutina,48067,6,2019
2020,Nabarniz,Vespa Velutina,48909,6,2019
2020,Ondarroa,Vespa Velutina,48073,6,2019
2020,Orozko,Vespa Velutina,48075,6,2019
2020,Ortuella,Vespa Velutina,48083,6,2019
2020,Otxandio,Vespa Velutina,48072,6,2019
2020,Plentzia,Vespa Velutina,48077,6,2019
2020,Portugalete,Vespa Velutina,48078,6,2019
2020,Santurtzi,Vespa Velutina,48082,6,2019
2020,Sestao,Vespa Velutina,48084,6,2019
2020,Sondika,Vespa Velutina,48904,6,2019
2020,Sopela,Vespa Velutina,48085,6,2019
2020,Sopuerta,Vespa Velutina,48086,6,2019
2020,Sukarrieta,Vespa Velutina,48076,6,2019
2020,Trucios-Turtzioz,Vespa Velutina,48087,6,2019
2020,Ubide,Vespa Velutina,48088,6,2019
2020,Ugao-Miraballes,Vespa Velutina,48065,6,2019
2020,Urduliz,Vespa Velutina,48089,6,2019
2020,UrduÃ±a/OrduÃ±a,Vespa Velutina,48074,6,2019
2020,Valle de TrÃ¡paga-Trapagaran,Vespa Velutina,48080,6,2019
2020,Zaldibar,Vespa Velutina,48095,6,2019
2020,Zalla,Vespa Velutina,48096,6,2019
2020,Zamudio,Vespa Velutina,48905,6,2019
2020,Zaratamo,Vespa Velutina,48097,6,2019
2020,Zeanuri,Vespa Velutina,48024,6,2019
2020,Zeberio,Vespa Velutina,48025,6,2019
2020,Zierbena,Vespa Velutina,48913,6,2019
2020,Ziortza-Bolibar,Vespa Velutina,48915,6,2019
2020,Lanestosa,Vespa Velutina,48051,6,2019
2020,AbadiÃ±o,Vespa Velutina,48001,7,2019
2020,Abanto y CiÃ©rvana-Abanto Zierbena,Vespa Velutina,48002,7,2019
2020,Ajangiz,Vespa Velutina,48911,7,2019
2020,Alonsotegi,Vespa Velutina,48912,7,2019
2020,Amorebieta-Etxano,Vespa Velutina,48003,7,2019
2020,Amoroto,Vespa Velutina,48004,7,2019
2020,Arakaldo,Vespa Velutina,48005,7,2019
2020,Arantzazu,Vespa Velutina,48006,7,2019
2020,Areatza,Vespa Velutina,48093,7,2019
2020,Arrankudiaga,Vespa Velutina,48009,7,2019
2020,Arratzu,Vespa Velutina,48914,7,2019
2020,Arrieta,Vespa Velutina,48010,7,2019
2020,Arrigorriaga,Vespa Velutina,48011,7,2019
2020,Artea,Vespa Velutina,48023,7,2019
2020,Artzentales,Vespa Velutina,48008,7,2019
2020,Atxondo,Vespa Velutina,48091,7,2019
2020,Aulesti,Vespa Velutina,48070,7,2019
2020,Bakio,Vespa Velutina,48012,7,2019
2020,Balmaseda,Vespa Velutina,48090,7,2019
2020,Barakaldo,Vespa Velutina,48013,7,2019
2020,Barrika,Vespa Velutina,48014,7,2019
2020,Basauri,Vespa Velutina,48015,7,2019
2020,Bedia,Vespa Velutina,48092,7,2019
2020,Berango,Vespa Velutina,48016,7,2019
2020,Bermeo,Vespa Velutina,48017,7,2019
2020,Berriatua,Vespa Velutina,48018,7,2019
2020,Berriz,Vespa Velutina,48019,7,2019
2020,Busturia,Vespa Velutina,48021,7,2019
2020,Derio,Vespa Velutina,48901,7,2019
2020,Dima,Vespa Velutina,48026,7,2019
2020,Durango,Vespa Velutina,48027,7,2019
2020,Ea,Vespa Velutina,48028,7,2019
2020,Elantxobe,Vespa Velutina,48031,7,2019
2020,Elorrio,Vespa Velutina,48032,7,2019
2020,Erandio,Vespa Velutina,48902,7,2019
2020,EreÃ±o,Vespa Velutina,48033,7,2019
2020,Ermua,Vespa Velutina,48034,7,2019
2020,Errigoiti,Vespa Velutina,48079,7,2019
2020,Etxebarri,Vespa Velutina,48029,7,2019
2020,Etxebarria,Vespa Velutina,48030,7,2019
2020,Forua,Vespa Velutina,48906,7,2019
2020,Fruiz,Vespa Velutina,48035,7,2019
2020,Galdakao,Vespa Velutina,48036,7,2019
2020,Galdames,Vespa Velutina,48037,7,2019
2020,Gamiz-Fika,Vespa Velutina,48038,7,2019
2020,Garai,Vespa Velutina,48039,7,2019
2020,Gatika,Vespa Velutina,48040,7,2019
2020,Gautegiz Arteaga,Vespa Velutina,48041,7,2019
2020,Gernika-Lumo,Vespa Velutina,48046,7,2019
2020,Getxo,Vespa Velutina,48044,7,2019
2020,Gizaburuaga,Vespa Velutina,48047,7,2019
2020,Gordexola,Vespa Velutina,48042,7,2019
2020,Gorliz,Vespa Velutina,48043,7,2019
2020,GÃ¼eÃ±es,Vespa Velutina,48045,7,2019
2020,Ibarrangelu,Vespa Velutina,48048,7,2019
2020,Igorre,Vespa Velutina,48094,7,2019
2020,Ispaster,Vespa Velutina,48049,7,2019
2020,Iurreta,Vespa Velutina,48910,7,2019
2020,Izurtza,Vespa Velutina,48050,7,2019
2020,Karrantza Harana/Valle de Carranza,Vespa Velutina,48022,7,2019
2020,Kortezubi,Vespa Velutina,48907,7,2019
2020,Larrabetzu,Vespa Velutina,48052,7,2019
2020,Laukiz,Vespa Velutina,48053,7,2019
2020,Leioa,Vespa Velutina,48054,7,2019
2020,Lekeitio,Vespa Velutina,48057,7,2019
2020,Lemoa,Vespa Velutina,48055,7,2019
2020,Lemoiz,Vespa Velutina,48056,7,2019
2020,Lezama,Vespa Velutina,48081,7,2019
2020,Loiu,Vespa Velutina,48903,7,2019
2020,Mallabia,Vespa Velutina,48058,7,2019
2020,Markina-Xemein,Vespa Velutina,48060,7,2019
2020,Maruri-Jatabe,Vespa Velutina,48061,7,2019
2020,MaÃ±aria,Vespa Velutina,48059,7,2019
2020,Mendata,Vespa Velutina,48062,7,2019
2020,Mendexa,Vespa Velutina,48063,7,2019
2020,MeÃ±aka,Vespa Velutina,48064,7,2019
2020,Morga,Vespa Velutina,48066,7,2019
2020,Mundaka,Vespa Velutina,48068,7,2019
2020,Mungia,Vespa Velutina,48069,7,2019
2020,Munitibar-Arbatzegi Gerrikaitz,Vespa Velutina,48007,7,2019
2020,Murueta,Vespa Velutina,48908,7,2019
2020,Muskiz,Vespa Velutina,48071,7,2019
2020,Muxika,Vespa Velutina,48067,7,2019
2020,Nabarniz,Vespa Velutina,48909,7,2019
2020,Ondarroa,Vespa Velutina,48073,7,2019
2020,Orozko,Vespa Velutina,48075,7,2019
2020,Ortuella,Vespa Velutina,48083,7,2019
2020,Otxandio,Vespa Velutina,48072,7,2019
2020,Plentzia,Vespa Velutina,48077,7,2019
2020,Portugalete,Vespa Velutina,48078,7,2019
2020,Santurtzi,Vespa Velutina,48082,7,2019
2020,Sestao,Vespa Velutina,48084,7,2019
2020,Sondika,Vespa Velutina,48904,7,2019
2020,Sopela,Vespa Velutina,48085,7,2019
2020,Sopuerta,Vespa Velutina,48086,7,2019
2020,Sukarrieta,Vespa Velutina,48076,7,2019
2020,Trucios-Turtzioz,Vespa Velutina,48087,7,2019
2020,Ubide,Vespa Velutina,48088,7,2019
2020,Ugao-Miraballes,Vespa Velutina,48065,7,2019
2020,Urduliz,Vespa Velutina,48089,7,2019
2020,UrduÃ±a/OrduÃ±a,Vespa Velutina,48074,7,2019
2020,Valle de TrÃ¡paga-Trapagaran,Vespa Velutina,48080,7,2019
2020,Zaldibar,Vespa Velutina,48095,7,2019
2020,Zalla,Vespa Velutina,48096,7,2019
2020,Zamudio,Vespa Velutina,48905,7,2019
2020,Zaratamo,Vespa Velutina,48097,7,2019
2020,Zeanuri,Vespa Velutina,48024,7,2019
2020,Zeberio,Vespa Velutina,48025,7,2019
2020,Zierbena,Vespa Velutina,48913,7,2019
2020,Ziortza-Bolibar,Vespa Velutina,48915,7,2019
2020,Lanestosa,Vespa Velutina,48051,7,2019
2020,AbadiÃ±o,Vespa Velutina,48001,8,2019
2020,Abanto y CiÃ©rvana-Abanto Zierbena,Vespa Velutina,48002,8,2019
2020,Ajangiz,Vespa Velutina,48911,8,2019
2020,Alonsotegi,Vespa Velutina,48912,8,2019
2020,Amorebieta-Etxano,Vespa Velutina,48003,8,2019
2020,Amoroto,Vespa Velutina,48004,8,2019
2020,Arakaldo,Vespa Velutina,48005,8,2019
2020,Arantzazu,Vespa Velutina,48006,8,2019
2020,Areatza,Vespa Velutina,48093,8,2019
2020,Arrankudiaga,Vespa Velutina,48009,8,2019
2020,Arratzu,Vespa Velutina,48914,8,2019
2020,Arrieta,Vespa Velutina,48010,8,2019
2020,Arrigorriaga,Vespa Velutina,48011,8,2019
2020,Artea,Vespa Velutina,48023,8,2019
2020,Artzentales,Vespa Velutina,48008,8,2019
2020,Atxondo,Vespa Velutina,48091,8,2019
2020,Aulesti,Vespa Velutina,48070,8,2019
2020,Bakio,Vespa Velutina,48012,8,2019
2020,Balmaseda,Vespa Velutina,48090,8,2019
2020,Barakaldo,Vespa Velutina,48013,8,2019
2020,Barrika,Vespa Velutina,48014,8,2019
2020,Basauri,Vespa Velutina,48015,8,2019
2020,Bedia,Vespa Velutina,48092,8,2019
2020,Berango,Vespa Velutina,48016,8,2019
2020,Bermeo,Vespa Velutina,48017,8,2019
2020,Berriatua,Vespa Velutina,48018,8,2019
2020,Berriz,Vespa Velutina,48019,8,2019
2020,Busturia,Vespa Velutina,48021,8,2019
2020,Derio,Vespa Velutina,48901,8,2019
2020,Dima,Vespa Velutina,48026,8,2019
2020,Durango,Vespa Velutina,48027,8,2019
2020,Ea,Vespa Velutina,48028,8,2019
2020,Elantxobe,Vespa Velutina,48031,8,2019
2020,Elorrio,Vespa Velutina,48032,8,2019
2020,Erandio,Vespa Velutina,48902,8,2019
2020,EreÃ±o,Vespa Velutina,48033,8,2019
2020,Ermua,Vespa Velutina,48034,8,2019
2020,Errigoiti,Vespa Velutina,48079,8,2019
2020,Etxebarri,Vespa Velutina,48029,8,2019
2020,Etxebarria,Vespa Velutina,48030,8,2019
2020,Forua,Vespa Velutina,48906,8,2019
2020,Fruiz,Vespa Velutina,48035,8,2019
2020,Galdakao,Vespa Velutina,48036,8,2019
2020,Galdames,Vespa Velutina,48037,8,2019
2020,Gamiz-Fika,Vespa Velutina,48038,8,2019
2020,Garai,Vespa Velutina,48039,8,2019
2020,Gatika,Vespa Velutina,48040,8,2019
2020,Gautegiz Arteaga,Vespa Velutina,48041,8,2019
2020,Gernika-Lumo,Vespa Velutina,48046,8,2019
2020,Getxo,Vespa Velutina,48044,8,2019
2020,Gizaburuaga,Vespa Velutina,48047,8,2019
2020,Gordexola,Vespa Velutina,48042,8,2019
2020,Gorliz,Vespa Velutina,48043,8,2019
2020,GÃ¼eÃ±es,Vespa Velutina,48045,8,2019
2020,Ibarrangelu,Vespa Velutina,48048,8,2019
2020,Igorre,Vespa Velutina,48094,8,2019
2020,Ispaster,Vespa Velutina,48049,8,2019
2020,Iurreta,Vespa Velutina,48910,8,2019
2020,Izurtza,Vespa Velutina,48050,8,2019
2020,Karrantza Harana/Valle de Carranza,Vespa Velutina,48022,8,2019
2020,Kortezubi,Vespa Velutina,48907,8,2019
2020,Larrabetzu,Vespa Velutina,48052,8,2019
2020,Laukiz,Vespa Velutina,48053,8,2019
2020,Leioa,Vespa Velutina,48054,8,2019
2020,Lekeitio,Vespa Velutina,48057,8,2019
2020,Lemoa,Vespa Velutina,48055,8,2019
2020,Lemoiz,Vespa Velutina,48056,8,2019
2020,Lezama,Vespa Velutina,48081,8,2019
2020,Loiu,Vespa Velutina,48903,8,2019
2020,Mallabia,Vespa Velutina,48058,8,2019
2020,Markina-Xemein,Vespa Velutina,48060,8,2019
2020,Maruri-Jatabe,Vespa Velutina,48061,8,2019
2020,MaÃ±aria,Vespa Velutina,48059,8,2019
2020,Mendata,Vespa Velutina,48062,8,2019
2020,Mendexa,Vespa Velutina,48063,8,2019
2020,MeÃ±aka,Vespa Velutina,48064,8,2019
2020,Morga,Vespa Velutina,48066,8,2019
2020,Mundaka,Vespa Velutina,48068,8,2019
2020,Mungia,Vespa Velutina,48069,8,2019
2020,Munitibar-Arbatzegi Gerrikaitz,Vespa Velutina,48007,8,2019
2020,Murueta,Vespa Velutina,48908,8,2019
2020,Muskiz,Vespa Velutina,48071,8,2019
2020,Muxika,Vespa Velutina,48067,8,2019
2020,Nabarniz,Vespa Velutina,48909,8,2019
2020,Ondarroa,Vespa Velutina,48073,8,2019
2020,Orozko,Vespa Velutina,48075,8,2019
2020,Ortuella,Vespa Velutina,48083,8,2019
2020,Otxandio,Vespa Velutina,48072,8,2019
2020,Plentzia,Vespa Velutina,48077,8,2019
2020,Portugalete,Vespa Velutina,48078,8,2019
2020,Santurtzi,Vespa Velutina,48082,8,2019
2020,Sestao,Vespa Velutina,48084,8,2019
2020,Sondika,Vespa Velutina,48904,8,2019
2020,Sopela,Vespa Velutina,48085,8,2019
2020,Sopuerta,Vespa Velutina,48086,8,2019
2020,Sukarrieta,Vespa Velutina,48076,8,2019
2020,Trucios-Turtzioz,Vespa Velutina,48087,8,2019
2020,Ubide,Vespa Velutina,48088,8,2019
2020,Ugao-Miraballes,Vespa Velutina,48065,8,2019
2020,Urduliz,Vespa Velutina,48089,8,2019
2020,UrduÃ±a/OrduÃ±a,Vespa Velutina,48074,8,2019
2020,Valle de TrÃ¡paga-Trapagaran,Vespa Velutina,48080,8,2019
2020,Zaldibar,Vespa Velutina,48095,8,2019
2020,Zalla,Vespa Velutina,48096,8,2019
2020,Zamudio,Vespa Velutina,48905,8,2019
2020,Zaratamo,Vespa Velutina,48097,8,2019
2020,Zeanuri,Vespa Velutina,48024,8,2019
2020,Zeberio,Vespa Velutina,48025,8,2019
2020,Zierbena,Vespa Velutina,48913,8,2019
2020,Ziortza-Bolibar,Vespa Velutina,48915,8,2019
2020,Lanestosa,Vespa Velutina,48051,8,2019
2020,AbadiÃ±o,Vespa Velutina,48001,9,2019
2020,Abanto y CiÃ©rvana-Abanto Zierbena,Vespa Velutina,48002,9,2019
2020,Ajangiz,Vespa Velutina,48911,9,2019
